叹息,17
不通,17
耳,17
乱叫,17
回答,17
不似,17
杯酒,17
道喜,17
未及,17
三间,17
放着,17
服药,17
拭泪,17
不语,17
左边,17
美人,17
妻,17
睁眼,17
颦,17
那玉,17
史,17
拐,17
日期,17
素习,17
定要,17
不难,17
微笑,17
悬,17
纱,17
狗儿,17
打架,17
不远,17
自古,17
终是,17
一旁,17
吵,17
飞红,17
嘻嘻,17
罢凤姐,17
一桌,17
蕊,17
儿道,17
姐,17
凉,17
婆娘,17
吃些,17
雪雁道,17
儿来,17
揭,17
银两,17
吆喝,17
黄,17
揖,17
太医,17
无妨,17
念头,17
说错,17
明白人,17
可别,17
口中,17
时辰,17
一共,17
帖子,17
正闹,17
不多时,17
点心,17
为难,17
好话,17
魂魄,17
只知,17
作个,17
小太监,17
妃子,17
元妃,17
汗,17
进内,17
胡闹,17
顽去,17
赶到,17
几声,17
唱戏,17
李宫裁,17
害臊,17
八月,17
洗手,17
违拗,17
算不得,17
调治,17
前年,17
我且,17
感激,17
办去,17
告假,17
保不住,17
二家,17
分儿,17
李婶,17
京,17
更是,17
生得,16
使人,16
第二件,16
之人,16
原委,16
邪,16
葫芦,16
朦胧,16
之情,16
夺,16
携手,16
晚生,16
腮,16
知己,16
几家,16
迎上来,16
当年,16
外孙女儿,16
学生,16
口内,16
一支,16
去世,16
第二,16
环,16
模样,16
将军,16
西边,16
回话,16
拜见,16
略略,16
人参,16
丸药,16
迎面,16
生出,16
茶盘,16
读,16
色,16
妆,16
停,16
过日子,16
齐整,16
细想,16
娘家,16
外甥,16
安稳,16
一座,16
倒要,16
上上下下,16
自此,16
一连,16
围着,16
艰难,16
煎,16
宫里,16
掌灯,16
闲着,16
害,16
耽搁,16
大好,16
回复,16
贾政回,16
世兄,16
撑不住,16
一气,16
贾蔷,16
不知好歹,16
气色,16
一个个,16
菊花,16
尊重,16
若干,16
满脸,16
更衣,16
睁开眼,16
眼见,16
袭人见,16
几位,16
旺,16
下处,16
水溶,16
骑马,16
嗤,16
阴,16
二百,16
上次,16
带累,16
不配,16
出嫁,16
鞋,16
元,16
好似,16
韵,16
一字,16
政见,16
盘子,16
包袱,16
大病,16
儿去,16
两位,16
庄家,16
捡,16
贾琏忙,16
春燕,16
尤老娘,16
王一贴,16
向来,16
衙役,16
海疆,16
主上,16
蠢物,15
蒙,15
开口,15
可比,15
人生,15
今夜,15
自不必说,15
即命,15
日日,15
背着,15
死去活来,15
街上,15
喝道,15
封,15
文书,15
御史,15
居住,15
象个,15
之态,15
之下,15
牙,15
元春,15
二年,15
赶上,15
帘,15
游廊,15
正面,15
王熙凤,15
贾母命,15
仪门,15
各有,15
响,15
多情,15
暖阁,15
族,15
上京,15
任意,15
执意,15
垂泪,15
匾额,15
咏,15
待要,15
一盆,15
摆酒,15
夏,15
青儿,15
心腹,15
没处,15
尤氏道,15
珍大,15
清客,15
抱住,15
下雪,15
扫,15
生怕,15
熟,15
人多,15
有话,15
嚼,15
真切,15
好吃,15
活着,15
心酸,15
席,15
酒席,15
那人,15
恨不得,15
枕上,15
宝贝,15
爬起来,15
劝道,15
当家,15
二十个,15
络子,15
喝命,15
册子,15
腿,15
医生,15
来家,15
屋里人,15
圣人,15
官道,15
烂,15
绢,15
香榭,15
抽身,15
花自芳,15
大姑娘,15
奇事,15
不答,15
瞪,15
好意,15
扇,15
落泪,15
找不着,15
贾母问,15
把手,15
一动,15
要知,15
咒,15
画儿,15
分例,15
沾,15
茯苓,15
造次,15
一口气,15
服,15
活计,15
惊,15
夸,15
一死,15
宗祠,15
菊,15
问候,15
拉扯,15
天亮,15
林丫头,15
这块,15
这回,15
爷儿,15
这时候,15
锦衣,14
袖,14
了结,14
缠绵,14
珠,14
事故,14
一干人,14
圆,14
机会,14
吾,14
不负,14
五十两,14
急得,14
寻死,14
赚,14
满口,14
锁,14
遣人,14
子孙,14
风寒,14
顺路,14
即时,14
脂粉,14
八九,14
一辈,14
举止,14
几杯,14
纱窗,14
解释,14
见效,14
果见,14
大厅,14
一溜,14
料定,14
想一想,14
请问,14
服侍,14
掏出,14
使眼色,14
无处,14
景况,14
打了个,14
家眷,14
王府,14
相逢,14
语,14
虽有,14
亲密,14
下棋,14
那黛玉,14
乍,14
仙姑,14
一盏,14
须要,14
何意,14
迷,14
好心,14
半日方,14
问是,14
几分,14
脸来,14
招手,14
手内,14
示下,14
开恩,14
里边,14
缘故,14
探,14
进益,14
称赞,14
跟随,14
买办,14
尝尝,14
灌,14
那怕,14
黛玉因,14
留着,14
把头,14
父子,14
贾政看,14
梯己,14
鬼鬼祟祟,14
多着呢,14
耽误,14
轮流,14
家下,14
炒,14
假意,14
若有,14
赌钱,14
禀,14
再来,14
人见,14
动静,14
妥,14
棺材,14
贾珍笑,14
查看,14
坐车,14
各样,14
馒头,14
劳乏,14
发出,14
费事,14
花样,14
见得,14
四面,14
意外,14
开心,14
保养,14
拭,14
只道,14
赢,14
疏散,14
娼妇,14
碧痕,14
四儿,14
一席话,14
促狭,14
醋,14
风筝,14
芸儿,14
芹儿,14
有心,14
坟,14
大娘,14
油,14
鸡,14
南安,14
舅,14
狗,14
一叠,14
红玉道,14
愈,14
流下泪来,14
魂,14
搭讪,14
管教,14
露,14
瓶,14
埋怨,14
硬,14
罢别,14
崽子,14
尸,14
脑袋,14
养神,14
送给,14
二姨,14
三姐,14
绞,14
查问,14
赏月,14
金桂道,14
刑部,14
李婶娘,14
说说笑笑,13
谈,13
空空,13
是非,13
情性,13
冤家,13
灵,13
宫,13
大字,13
新闻,13
走时,13
此人,13
自便,13
长叹,13
门槛,13
天明,13
十五,13
难以,13
封肃,13
过活,13
草,13
主仆,13
官员,13
一到,13
做官,13
近因,13
试试,13
古董,13
宁荣二,13
名叫,13
骨肉,13
顾,13
必得,13
种种,13
说情,13
溺爱,13
工部,13
轻薄,13
五个,13
正房,13
绦,13
撒花,13
裁,13
堂屋,13
抱厦,13
脚步,13
唇,13
走近,13
发作,13
鹦哥,13
明贾母,13
记着,13
拆,13
针黹,13
相伴,13
过门,13
小时,13
颇,13
斟酌,13
买卖,13
已知,13
自悔,13
前去,13
霜,13
秋,13
问时,13
东风,13
何物,13
无情,13
可恨,13
换上,13
只会,13
一壁,13
钥匙,13
忙命,13
伏,13
事儿,13
挤,13
赶上来,13
薄,13
家塾,13
晌午,13
吴新登,13
不值,13
酥,13
褂子,13
酒来,13
赔,13
拧,13
泼,13
碰见,13
正理,13
脏,13
往年,13
荷叶,13
那起,13
内外,13
性急,13
两手,13
刚到,13
脉,13
妨碍,13
看过,13
果品,13
眼圈儿,13
此话,13
拜寿,13
慌慌张张,13
两出,13
灯光,13
南京,13
盘算,13
吊,13
无趣,13
俗语,13
灯笼,13
贾珍便,13
灵前,13
贾珍忙,13
来求,13
取去,13
提笔,13
烧纸,13
放声大哭,13
不绝,13
苏州,13
请来,13
节度,13
央求,13
傻子,13
利钱,13
赵嬷嬷,13
用不着,13
靠着,13
正事,13
每月,13
谕,13
领命,13
出个,13
赞,13
桔,13
想头,13
愧,13
搪塞,13
无言,13
记,13
凤凰,13
忍,13
流泪,13
骰子,13
贾环道,13
先来,13
端详,13
妆奁,13
摸不着,13
铺盖,13
云儿,13
关系,13
三爷,13
围屏,13
不留心,13
说说话,13
姻缘,13
两口子,13
城里,13
摸不着头脑,13
土地,13
时宝钗,13
宝钗宝,13
呆子,13
两样,13
周到,13
发怔,13
鸡蛋,13
单子,13
常见,13
好好儿,13
燕窝,13
旧病,13
拴,13
邢姑娘,13
送信,13
家产,13
素来,13
亏得,13
腰门,13
赵堂官,13
青埂峰,12
那道人,12
因有,12
舆,12
新奇,12
之语,12
隐,12
太虚幻境,12
一幅,12
疯话,12
人氏,12
根基,12
家乡,12
岁,12
常说,12
邀,12
未敢,12
因要,12
折变,12
一闻,12
作些,12
二房,12
上司,12
出身,12
四十,12
多病,12
座,12
不在意,12
得来,12
胡,12
所说,12
祖母,12
痴情,12
亲热,12
和平,12
周全,12
方可,12
领了,12
相貌,12
正门,12
不开,12
三四个,12
打起,12
穿堂,12
宽慰,12
一世,12
大舅,12
随手,12
花园,12
盒,12
副,12
向黛玉,12
四五个,12
不闻,12
绫,12
觅,12
林,12
人心,12
修行,12
何故,12
官司,12
单管,12
竟有,12
人情,12
五百,12
钱粮,12
虚名,12
视,12
忌讳,12
廊檐,12
埋,12
生来,12
撞见,12
村庄,12
成个,12
陪房,12
逛去,12
物件,12
